"2015-03-14	Very Poor	2"
"2015-03-15	Satisfactory	13"
"2015-03-15	Poor	21"
"2015-03-15	Severe	7"
"2015-03-15	Moderate	27"
"2015-03-16	Poor	15"
"2015-03-16	Very Poor	9"
"2015-03-16	Satisfactory	25"
"2015-03-16	Moderate	23"
"2015-03-17	Very Poor	16"
"2015-03-17	Poor	18"
"2015-03-17	Moderate	36"
"2015-03-17	Satisfactory	1"
"2015-03-18	Moderate	44"
"2015-03-18	Poor	25"
"2015-03-18	Severe	3"
"2015-03-19	Poor	23"
"2015-03-19	Very Poor	12"
"2015-03-19	Moderate	23"
"2015-03-19	Severe	14"
"2015-03-20	Poor	42"
"2015-03-20	Moderate	17"
"2015-03-20	Severe	13"
"2015-03-21	Severe	29"
"2015-03-21	Very Poor	7"
"2015-03-21	Poor	40"
"2015-03-21	Moderate	21"
"2015-03-21	Satisfactory	13"
"2015-03-22	Severe	38"
"2015-03-22	Poor	17"
"2015-03-22	Moderate	49"
"2015-03-22	Satisfactory	10"
"2015-03-22	Very Poor	4"
"2015-03-23	Moderate	34"
"2015-03-23	Poor	19"
"2015-03-23	Severe	34"
"2015-03-23	Very Poor	4"
"2015-03-23	Satisfactory	5"
"2015-03-24	Moderate	41"
"2015-03-24	Satisfactory	18"
"2015-03-24	Very Poor	33"
"2015-03-24	Severe	20"
"2015-03-24	Poor	47"
"2015-03-25	Poor	20"
"2015-03-25	Moderate	41"
"2015-03-25	Very Poor	67"
"2015-03-25	Severe	40"
"2015-03-25	Satisfactory	9"
"2015-03-26	Moderate	47"
"2015-03-26	Satisfactory	1"
"2015-03-26	Very Poor	67"
"2015-03-26	Poor	19"
"2015-03-26	Severe	39"
"2015-03-27	Poor	60"
"2015-03-27	Moderate	47"
"2015-03-27	Severe	30"
"2015-03-27	Very Poor	34"
"2015-03-27	Satisfactory	33"
"2015-03-28	Severe	16"
"2015-03-28	Satisfactory	37"
"2015-03-28	Moderate	26"
"2015-03-28	Very Poor	50"
"2015-03-28	Poor	25"
"2015-03-29	Very Poor	65"
"2015-03-29	Poor	16"
"2015-03-29	Severe	35"
"2015-03-29	Satisfactory	30"
"2015-03-29	Moderate	53"
"2015-03-30	Satisfactory	44"
"2015-03-30	Moderate	33"
"2015-03-30	Good	1"
"2015-03-30	Very Poor	59"
"2015-03-30	Poor	47"
"2015-03-31	Very Poor	61"
"2015-03-31	Satisfactory	68"
"2015-03-31	Severe	16"
"2015-03-31	Poor	6"
"2015-03-31	Moderate	35"
"2015-03-31	Good	1"
"2015-04-01	Satisfactory	43"
"2015-04-01	Moderate	66"
"2015-04-01	Severe	30"
"2015-04-01	Poor	51"
"2015-04-01	Very Poor	31"
"2015-04-02	Poor	59"
"2015-04-02	Moderate	84"
"2015-04-02	Very Poor	32"
"2015-04-02	Satisfactory	25"
"2015-04-02	Good	11"
"2015-04-03	Satisfactory	33"
"2015-04-03	Moderate	79"
"2015-04-03	Poor	39"
"2015-04-03	Severe	14"
"2015-04-03	Very Poor	30"
"2015-04-04	Poor	28"
"2015-04-04	Moderate	79"
"2015-04-04	Very Poor	18"
"2015-04-04	Satisfactory	33"
"2015-04-04	Severe	10"
"2015-04-04	Good	2"
"2015-04-05	Severe	8"
"2015-04-05	Moderate	87"
"2015-04-05	Satisfactory	39"
"2015-04-05	Very Poor	68"
"2015-04-05	Poor	30"
"2015-04-06	Very Poor	74"
"2015-04-06	Poor	26"
"2015-04-06	Moderate	76"
"2015-04-06	Severe	16"
"2015-04-06	Satisfactory	42"
"2015-04-06	Good	13"
"2015-04-07	Moderate	108"
"2015-04-07	Satisfactory	32"
"2015-04-07	Very Poor	57"
"2015-04-07	Poor	38"
"2015-04-08	Very Poor	72"
"2015-04-08	Severe	19"
"2015-04-08	Poor	45"
"2015-04-08	Moderate	104"
"2015-04-08	Satisfactory	37"
"2015-04-09	Moderate	99"
"2015-04-09	Satisfactory	43"
"2015-04-09	Good	4"
"2015-04-09	Very Poor	29"
"2015-04-09	Poor	34"
"2015-04-09	Severe	17"
"2015-04-10	Moderate	113"
"2015-04-10	Very Poor	54"
"2015-04-10	Severe	19"
"2015-04-10	Poor	64"
"2015-04-10	Good	2"
"2015-04-10	Satisfactory	50"
"2015-04-11	Poor	49"
"2015-04-11	Moderate	103"
"2015-04-11	Satisfactory	40"
"2015-04-11	Good	7"
"2015-04-11	Very Poor	75"
"2015-04-11	Severe	43"
"2015-04-12	Moderate	135"
"2015-04-12	Poor	36"
"2015-04-12	Very Poor	73"
"2015-04-12	Severe	18"
"2015-04-12	Satisfactory	30"
"2015-04-13	Moderate	97"
"2015-04-13	Poor	51"
"2015-04-13	Satisfactory	20"
"2015-04-13	Very Poor	52"
"2015-04-13	Good	4"
"2015-04-13	Severe	4"
"2015-04-14	Moderate	146"
"2015-04-14	Poor	61"
"2015-04-14	Severe	32"
"2015-04-14	Very Poor	33"
"2015-04-14	Good	22"
"2015-04-14	Satisfactory	15"
"2015-04-15	Satisfactory	10"
"2015-04-15	Moderate	125"
"2015-04-15	Very Poor	58"
"2015-04-15	Poor	31"
"2015-04-15	Severe	25"
"2015-04-15	Good	1"
"2015-04-16	Poor	37"
"2015-04-16	Very Poor	39"
"2015-04-16	Severe	39"
"2015-04-16	Moderate	97"
"2015-04-16	Satisfactory	16"
"2015-04-17	Moderate	149"
"2015-04-17	Poor	56"
"2015-04-17	Satisfactory	10"
"2015-04-17	Good	6"
"2015-04-17	Severe	20"
"2015-04-17	Very Poor	34"
"2015-04-18	Severe	76"
"2015-04-18	Very Poor	57"
"2015-04-18	Poor	54"
"2015-04-18	Moderate	88"
"2015-04-18	Satisfactory	11"
"2015-04-18	Good	5"
"2015-04-19	Moderate	104"
"2015-04-19	Satisfactory	13"
"2015-04-19	Poor	14"
"2015-04-19	Good	2"
"2015-04-19	Severe	69"
"2015-04-19	Very Poor	120"
"2015-04-20	Very Poor	95"
"2015-04-20	Severe	94"
"2015-04-20	Poor	30"
"2015-04-20	Moderate	93"
"2015-04-20	Satisfactory	35"
"2015-04-20	Good	10"
"2015-04-21	Moderate	87"
"2015-04-21	Satisfactory	31"
"2015-04-21	Good	14"
"2015-04-21	Poor	11"
"2015-04-21	Severe	70"
"2015-04-21	Very Poor	138"
"2015-04-22	Very Poor	76"
"2015-04-22	Poor	72"
"2015-04-22	Severe	56"
"2015-04-22	Moderate	84"
"2015-04-22	Satisfactory	16"
"2015-04-22	Good	15"
"2015-04-23	Moderate	101"
"2015-04-23	Poor	55"
"2015-04-23	Satisfactory	23"
"2015-04-23	Good	19"
"2015-04-23	Very Poor	80"
"2015-04-23	Severe	50"
"2015-04-24	Severe	64"
"2015-04-24	Very Poor	106"
"2015-04-24	Poor	21"
"2015-04-24	Moderate	122"
"2015-04-24	Satisfactory	27"
"2015-04-25	Very Poor	123"
"2015-04-25	Moderate	66"
"2015-04-25	Satisfactory	19"
"2015-04-25	Poor	53"
"2015-04-25	Severe	40"
"2015-04-26	Moderate	77"
"2015-04-26	Very Poor	89"
"2015-04-26	Severe	22"
"2015-04-26	Poor	42"
"2015-04-26	Satisfactory	16"
"2015-04-26	Good	2"
"2015-04-27	Moderate	92"
"2015-04-27	Satisfactory	7"
"2015-04-27	Poor	50"
"2015-04-27	Good	5"
"2015-04-27	Very Poor	40"
"2015-04-27	Severe	24"
"2015-04-28	Very Poor	54"
"2015-04-28	Poor	52"
"2015-04-28	Moderate	130"
"2015-04-28	Satisfactory	25"
"2015-04-28	Good	1"
"2015-04-29	Moderate	127"
"2015-04-29	Poor	66"
"2015-04-29	Satisfactory	36"
"2015-04-29	Very Poor	58"
"2015-04-29	Severe	22"
"2015-04-30	Poor	30"
"2015-04-30	Moderate	176"
"2015-04-30	Very Poor	78"
"2015-04-30	Severe	15"
"2015-04-30	Satisfactory	10"
"2015-05-01	Moderate	103"
"2015-05-01	Poor	76"
"2015-05-01	Very Poor	50"
"2015-05-01	Satisfactory	24"
"2015-05-01	Severe	30"
"2015-05-02	Severe	45"
"2015-05-02	Very Poor	70"
"2015-05-02	Moderate	95"
"2015-05-02	Poor	41"
"2015-05-02	Satisfactory	32"
"2015-05-03	Poor	16"
"2015-05-03	Moderate	67"
"2015-05-03	Satisfactory	40"
"2015-05-03	Good	9"
"2015-05-03	Very Poor	85"
"2015-05-03	Severe	53"
"2015-05-04	Severe	74"
"2015-05-04	Very Poor	20"
"2015-05-04	Moderate	95"
"2015-05-04	Poor	43"
"2015-05-04	Satisfactory	59"
"2015-05-05	Moderate	105"
"2015-05-05	Poor	37"
"2015-05-05	Satisfactory	62"
"2015-05-05	Severe	60"
"2015-05-05	Very Poor	39"
"2015-05-06	Very Poor	60"
"2015-05-06	Severe	66"
"2015-05-06	Poor	20"
"2015-05-06	Moderate	140"
"2015-05-06	Satisfactory	16"
"2015-05-07	Moderate	133"
"2015-05-07	Satisfactory	56"
"2015-05-07	Poor	55"
"2015-05-07	Severe	80"
"2015-05-07	Very Poor	40"
"2015-05-08	Very Poor	55"
"2015-05-08	Severe	60"
"2015-05-08	Poor	51"
"2015-05-08	Moderate	113"
"2015-05-08	Satisfactory	38"
"2015-05-09	Moderate	82"
"2015-05-09	Satisfactory	34"
"2015-05-09	Good	4"
"2015-05-09	Severe	90"
"2015-05-09	Very Poor	45"
"2015-05-09	Poor	48"
"2015-05-10	Severe	73"
"2015-05-10	Very Poor	44"
"2015-05-10	Moderate	119"
"2015-05-10	Poor	56"
"2015-05-10	Satisfactory	61"
"2015-05-11	Moderate	112"
"2015-05-11	Satisfactory	57"
"2015-05-11	Very Poor	93"
"2015-05-11	Severe	48"
"2015-05-11	Good	1"
"2015-05-11	Poor	37"
"2015-05-12	Poor	59"
"2015-05-12	Very Poor	80"
"2015-05-12	Moderate	101"
"2015-05-12	Severe	51"
"2015-05-12	Satisfactory	59"
"2015-05-12	Good	16"
"2015-05-13	Moderate	89"
"2015-05-13	Poor	82"
"2015-05-13	Satisfactory	25"
"2015-05-13	Good	28"
"2015-05-13	Very Poor	68"
"2015-05-13	Severe	37"
"2015-05-14	Poor	71"
"2015-05-14	Very Poor	98"
"2015-05-14	Severe	19"
"2015-05-14	Moderate	112"
"2015-05-14	Satisfactory	19"
"2015-05-14	Good	6"
"2015-05-15	Very Poor	81"
"2015-05-15	Poor	46"
"2015-05-15	Moderate	111"
"2015-05-15	Satisfactory	32"
"2015-05-15	Good	21"
"2015-05-15	Severe	83"
"2015-05-16	Poor	67"
"2015-05-16	Very Poor	80"
"2015-05-16	Moderate	117"
"2015-05-16	Severe	29"
"2015-05-16	Satisfactory	35"
"2015-05-16	Good	24"
"2015-05-17	Severe	62"
"2015-05-17	Satisfactory	36"
"2015-05-17	Good	20"
"2015-05-17	Moderate	102"
"2015-05-17	Poor	52"
"2015-05-17	Very Poor	66"
"2015-05-18	Very Poor	48"
"2015-05-18	Poor	65"
"2015-05-18	Severe	37"
"2015-05-18	Moderate	135"
"2015-05-18	Good	27"
"2015-05-18	Satisfactory	25"
"2015-05-19	Moderate	112"
"2015-05-19	Very Poor	65"
"2015-05-19	Good	26"
"2015-05-19	Satisfactory	38"
"2015-05-19	Poor	52"
"2015-05-19	Severe	38"
"2015-05-20	Severe	11"
"2015-05-20	Very Poor	40"
"2015-05-20	Poor	45"
"2015-05-20	Moderate	139"
"2015-05-20	Satisfactory	36"
"2015-05-20	Good	21"
"2015-05-21	Satisfactory	29"
"2015-05-21	Moderate	129"
"2015-05-21	Very Poor	52"
"2015-05-21	Good	24"
"2015-05-21	Poor	30"
"2015-05-21	Severe	45"
"2015-05-22	Moderate	132"
"2015-05-22	Poor	48"
"2015-05-22	Very Poor	67"
"2015-05-22	Severe	72"
"2015-05-22	Good	10"
"2015-05-22	Satisfactory	23"
"2015-05-23	Moderate	154"
"2015-05-23	Satisfactory	27"
"2015-05-23	Good	25"
"2015-05-23	Poor	59"
"2015-05-23	Very Poor	47"
"2015-05-23	Severe	51"
"2015-05-24	Moderate	121"
"2015-05-24	Poor	47"
"2015-05-24	Very Poor	37"
"2015-05-24	Severe	23"
"2015-05-24	Good	25"
"2015-05-24	Satisfactory	38"
"2015-05-25	Good	23"
"2015-05-25	Satisfactory	50"
"2015-05-25	Moderate	106"
"2015-05-25	Severe	59"
"2015-05-25	Very Poor	73"
"2015-05-25	Poor	49"
"2015-05-26	Poor	80"
"2015-05-26	Severe	53"
"2015-05-26	Very Poor	79"
"2015-05-26	Moderate	104"
"2015-05-26	Satisfactory	45"
"2015-05-26	Good	6"
"2015-05-27	Satisfactory	13"
"2015-05-27	Poor	65"
"2015-05-27	Good	19"
"2015-05-27	Moderate	126"
"2015-05-27	Very Poor	63"
"2015-05-27	Severe	72"
"2015-05-28	Severe	61"
"2015-05-28	Very Poor	84"
"2015-05-28	Poor	17"
"2015-05-28	Moderate	96"
"2015-05-28	Satisfactory	49"
"2015-05-29	Moderate	99"
"2015-05-29	Satisfactory	48"
"2015-05-29	Poor	18"
"2015-05-29	Severe	73"
"2015-05-29	Very Poor	89"
"2015-05-30	Moderate	104"
"2015-05-30	Very Poor	91"
"2015-05-30	Severe	64"
"2015-05-30	Poor	32"
"2015-05-30	Satisfactory	47"
"2015-05-31	Moderate	156"
"2015-05-31	Satisfactory	31"
"2015-05-31	Very Poor	50"
"2015-05-31	Severe	47"
"2015-05-31	Poor	37"
"2015-06-01	Very Poor	56"
"2015-06-01	Poor	42"
"2015-06-01	Severe	26"
"2015-06-01	Moderate	160"
"2015-06-01	Satisfactory	20"
"2015-06-02	Moderate	157"
"2015-06-02	Satisfactory	28"
"2015-06-02	Good	3"
"2015-06-02	Severe	59"
"2015-06-02	Very Poor	48"
"2015-06-02	Poor	49"
"2015-06-03	Moderate	149"
"2015-06-03	Severe	32"
"2015-06-03	Poor	41"
"2015-06-03	Very Poor	85"
"2015-06-03	Satisfactory	41"
"2015-06-03	Good	3"
"2015-06-04	Good	16"
"2015-06-04	Satisfactory	39"
"2015-06-04	Moderate	158"
"2015-06-04	Very Poor	50"
"2015-06-04	Poor	55"
"2015-06-04	Severe	29"
"2015-06-05	Very Poor	36"
"2015-06-05	Poor	48"
"2015-06-05	Severe	51"
"2015-06-05	Moderate	102"
"2015-06-05	Good	25"
"2015-06-05	Satisfactory	33"
"2015-06-06	Good	7"
"2015-06-06	Satisfactory	55"
"2015-06-06	Moderate	105"
"2015-06-06	Poor	61"
"2015-06-06	Severe	25"
"2015-06-06	Very Poor	11"
"2015-06-07	Very Poor	24"
"2015-06-07	Poor	49"
"2015-06-07	Moderate	149"
"2015-06-07	Severe	21"
"2015-06-07	Good	23"
"2015-06-07	Satisfactory	19"
"2015-06-08	Good	17"
"2015-06-08	Severe	9"
"2015-06-08	Satisfactory	35"
"2015-06-08	Moderate	129"
"2015-06-08	Very Poor	51"
"2015-06-08	Poor	32"
"2015-06-09	Severe	22"
"2015-06-09	Very Poor	9"
"2015-06-09	Moderate	124"
"2015-06-09	Poor	4"
"2015-06-09	Satisfactory	22"
"2015-06-09	Good	34"
"2015-06-10	Moderate	127"
"2015-06-10	Satisfactory	39"
"2015-06-10	Good	23"
"2015-06-10	Poor	57"
"2015-06-10	Very Poor	36"
"2015-06-10	Severe	20"
"2015-06-11	Very Poor	23"
"2015-06-11	Severe	8"
"2015-06-11	Moderate	99"
"2015-06-11	Poor	40"
"2015-06-11	Satisfactory	59"
"2015-06-11	Good	26"
"2015-06-12	Satisfactory	36"
"2015-06-12	Moderate	151"
"2015-06-12	Good	27"
"2015-06-12	Poor	35"
"2015-06-12	Very Poor	34"
"2015-06-13	Very Poor	38"
"2015-06-13	Poor	25"
"2015-06-13	Moderate	176"
"2015-06-13	Satisfactory	49"
"2015-06-13	Good	20"
"2015-06-14	Moderate	181"
"2015-06-14	Satisfactory	46"
"2015-06-14	Poor	38"
"2015-06-14	Very Poor	12"
"2015-06-15	Moderate	115"
"2015-06-15	Poor	50"
"2015-06-15	Very Poor	39"
"2015-06-15	Satisfactory	24"
"2015-06-15	Good	5"
"2015-06-15	Severe	8"
"2015-06-16	Moderate	86"
"2015-06-16	Good	21"
"2015-06-16	Satisfactory	37"
"2015-06-16	Severe	24"
"2015-06-16	Poor	40"
"2015-06-16	Very Poor	45"
"2015-06-17	Moderate	98"
"2015-06-17	Poor	52"
"2015-06-17	Very Poor	45"
"2015-06-17	Severe	24"
"2015-06-17	Satisfactory	43"
"2015-06-17	Good	32"
"2015-06-18	Moderate	106"
"2015-06-18	Good	43"
"2015-06-18	Satisfactory	70"
"2015-06-18	Poor	44"
"2015-06-18	Very Poor	48"
"2015-06-18	Severe	24"
"2015-06-19	Poor	60"
"2015-06-19	Very Poor	71"
"2015-06-19	Moderate	127"
"2015-06-19	Severe	4"
"2015-06-19	Satisfactory	41"
"2015-06-19	Good	29"
"2015-06-20	Good	36"
"2015-06-20	Moderate	153"
"2015-06-20	Very Poor	53"
"2015-06-20	Satisfactory	20"
"2015-06-20	Poor	34"
"2015-06-21	Moderate	119"
"2015-06-21	Poor	12"
"2015-06-21	Very Poor	24"
"2015-06-21	Satisfactory	45"
"2015-06-21	Good	20"
"2015-06-22	Moderate	155"
"2015-06-22	Good	24"
"2015-06-22	Poor	56"
"2015-06-22	Satisfactory	33"
"2015-06-22	Very Poor	41"
"2015-06-23	Moderate	187"
"2015-06-23	Very Poor	56"
"2015-06-23	Poor	26"
"2015-06-23	Satisfactory	16"
"2015-06-23	Good	23"
"2015-06-24	Good	16"
"2015-06-24	Moderate	119"
"2015-06-24	Severe	13"
"2015-06-24	Satisfactory	22"
"2015-06-24	Poor	42"
"2015-06-24	Very Poor	87"
"2015-06-25	Moderate	141"
"2015-06-25	Poor	42"
"2015-06-25	Very Poor	31"
"2015-06-25	Satisfactory	47"
"2015-06-25	Good	26"
"2015-06-25	Severe	11"
"2015-06-26	Moderate	167"
"2015-06-26	Poor	50"
"2015-06-26	Good	44"
"2015-06-26	Severe	6"
"2015-06-26	Satisfactory	29"
"2015-06-26	Very Poor	21"
"2015-06-27	Moderate	138"
"2015-06-27	Very Poor	51"
"2015-06-27	Poor	42"
"2015-06-27	Good	40"
"2015-06-27	Severe	15"
"2015-06-27	Satisfactory	40"
"2015-06-28	Moderate	163"
"2015-06-28	Satisfactory	49"
"2015-06-28	Good	35"
"2015-06-28	Severe	21"
"2015-06-28	Very Poor	27"
"2015-06-28	Poor	40"
"2015-06-29	Moderate	153"
"2015-06-29	Poor	71"
"2015-06-29	Very Poor	22"
"2015-06-29	Good	29"
"2015-06-29	Severe	8"
"2015-06-29	Satisfactory	41"
"2015-06-30	Moderate	138"
"2015-06-30	Satisfactory	46"
"2015-06-30	Poor	67"
"2015-06-30	Very Poor	36"
"2015-06-30	Good	22"
"2015-07-01	Poor	74"
"2015-07-01	Moderate	144"
"2015-07-01	Very Poor	15"
"2015-07-01	Satisfactory	52"
"2015-07-01	Good	22"
"2015-07-01	Severe	19"
"2015-07-02	Good	15"
"2015-07-02	Satisfactory	51"
"2015-07-02	Poor	58"
"2015-07-02	Moderate	119"
"2015-07-02	Very Poor	40"
"2015-07-02	Severe	5"
"2015-07-03	Moderate	109"
"2015-07-03	Very Poor	54"
"2015-07-03	Poor	43"
"2015-07-03	Satisfactory	81"
"2015-07-03	Good	11"
"2015-07-03	Severe	14"
"2015-07-04	Good	25"
"2015-07-04	Very Poor	31"
"2015-07-04	Moderate	41"
"2015-07-04	Satisfactory	49"
"2015-07-04	Severe	5"
"2015-07-04	Poor	18"
"2015-07-05	Very Poor	36"
"2015-07-05	Poor	39"
"2015-07-05	Moderate	40"
"2015-07-05	Satisfactory	70"
"2015-07-05	Severe	13"
"2015-07-05	Good	19"
"2015-07-06	Moderate	91"
"2015-07-06	Satisfactory	34"
"2015-07-06	Very Poor	48"
"2015-07-06	Severe	49"
"2015-07-06	Good	39"
"2015-07-06	Poor	61"
"2015-07-07	Poor	97"
"2015-07-07	Moderate	100"
"2015-07-07	Satisfactory	68"
"2015-07-07	Very Poor	18"
"2015-07-07	Good	26"
"2015-07-07	Severe	16"
"2015-07-08	Very Poor	4"
"2015-07-08	Satisfactory	47"
"2015-07-08	Good	60"
"2015-07-08	Moderate	65"
"2015-07-08	Severe	16"
"2015-07-08	Poor	117"
"2015-07-09	Poor	98"
"2015-07-09	Moderate	53"
"2015-07-09	Very Poor	31"
"2015-07-09	Good	50"
"2015-07-09	Severe	8"
"2015-07-09	Satisfactory	41"
"2015-07-10	Poor	70"
"2015-07-10	Moderate	55"
"2015-07-10	Good	54"
"2015-07-10	Satisfactory	66"
"2015-07-10	Severe	10"
"2015-07-10	Very Poor	19"
"2015-07-11	Severe	30"
"2015-07-11	Very Poor	17"
"2015-07-11	Poor	72"
"2015-07-11	Satisfactory	87"
"2015-07-11	Moderate	26"
"2015-07-11	Good	32"
"2015-07-12	Poor	67"
"2015-07-12	Moderate	30"
"2015-07-12	Good	35"
"2015-07-12	Satisfactory	36"
"2015-07-12	Severe	4"
"2015-07-12	Very Poor	23"
"2015-07-13	Moderate	86"
"2015-07-13	Poor	53"
"2015-07-13	Satisfactory	42"
"2015-07-13	Good	19"
"2015-07-13	Severe	22"
"2015-07-13	Very Poor	2"
"2015-07-14	Moderate	78"
"2015-07-14	Very Poor	40"
"2015-07-14	Satisfactory	37"
"2015-07-14	Good	20"
"2015-07-14	Poor	34"
"2015-07-14	Severe	14"
"2015-07-15	Very Poor	35"
"2015-07-15	Poor	44"
"2015-07-15	Moderate	105"
"2015-07-15	Satisfactory	72"
"2015-07-15	Severe	21"
"2015-07-15	Good	3"
"2015-07-16	Severe	35"
"2015-07-16	Good	6"
